Date,Title,Brief,Link
" February 15, 2021  4:19:45 am","‘Pro-growth’ Budget, steady recovery bolster FPI inflows","With the system flush with liquidity, the Sensex has risen 11.36 per cent, or 5,258 points, to 51,544.30 since the presentation of the Budget earlier this month.",https://indianexpress.com/article/business/economy/pro-growth-budget-steady-recovery-bolster-fpi-inflows-7188850/
"February 7, 2021 1:07:23 am","Trade in focus: India, EU discuss ramping up ties",The meeting was co-chaired by Minister of Commerce and Industry Piyush Goyal and the European Union Executive Vice-President and Trade Commissioner Valdis Dombrovskis. It was held on Friday.,https://indianexpress.com/article/business/economy/trade-in-focus-india-eu-discuss-ramping-up-ties-7177806/
" February 6, 2021  4:24:08 am","Rather than increased taxes, borrowing to fund Budget stimulus, says Nirmala Sitharaman","The Budget also seeks private sector participation in a big way and provides space to set up of private DFIs, she said at a post-Budget interaction with top CEOs held by the Confederation of Indian Industry (CII).",https://indianexpress.com/article/business/economy/rather-than-increased-taxes-borrowing-to-fund-budget-stimulus-says-nirmala-sitharaman-7176687/
" February 6, 2021  12:02:02 pm","Expenditure secy: Chose capex over handouts, will trigger growth",Somanathan said the government is trying to reach the target group of unskilled and semi-skilled workers through increased government expenditure in the construction sector.,https://indianexpress.com/article/business/economy/budget-2021-economy-growth-tv-somanathan-7176609/
" February 5, 2021  5:42:34 pm","RBI Monetary Policy: India’s central bank keeps repo rate unchanged at 4%, maintains accommodative stance","RBI Monetary Policy 2021 announcements: The six-member Monetary Policy Committee (MPC) headed by Reserve Bank of India (RBI) Governor Shaktikanta Das kept the repo rate unchanged at 4 per cent, while the reverse repo rate also was kept unchanged at 3.35 per cent. Here's what the Indian central bank announced.",https://indianexpress.com/article/business/economy/rbi-reserve-bank-of-india-monetary-policy-committee-february-2021-meeting-outcome-key-announcements-7175322/
" February 3, 2021  1:24:29 pm",India’s services sector expands in Jan; business optimism touches 11-month high on improved demand: Survey,"The seasonally-adjusted India Services Business Activity Index rose from 52.3 in December to 52.8 in January, pointing to a quicker expansion in output.",https://indianexpress.com/article/business/economy/indias-services-sector-expands-in-jan-business-optimism-touches-11-month-high-on-improved-demand-survey-7172715/
"February 2, 2021 11:13:13 am",Exports rise 5.37% in January: Commcerce Ministry data,"Imports during the month rose 2 per cent to USD 42 billion, leaving a trade deficit of USD 14.75 billion, the data showed.",https://indianexpress.com/article/business/economy/exports-rise-5-37-per-cent-in-january-commerce-ministry-data-7171051/
" February 2, 2021  7:34:18 am","Easing credit: To fund growth cycle, a bad bank and a DFI",Sitharaman also proposed a development financial institution (DFI) to enable long term funding worth Rs 5 lakh crore in 3 years for infrastructure projects.,https://indianexpress.com/article/business/economy/budget-2021-to-fund-growth-cycle-a-bad-bank-and-a-dfi-7170633/
" February 2, 2021  7:36:06 am",Insurance sector thrown open: FDI hike to 74% sets stage for its takeoff,"Foreign inflows in insurance companies will also enable them to become more effective vehicles for household savings, creating long-term assets in the economy.",https://indianexpress.com/article/business/economy/budget-2021-insurance-sector-thrown-open-fdi-hike-to-74-sets-stage-for-its-takeoff-7170685/
"February 1, 2021 1:01:39 am",Increased fuel prices shouldn’t slow down growth in any manner: Assocham president,"“Across the industry as a whole, the cost structure has gone up and freight rates across several sectors have moved up because of the increase in fuel prices,” said Assocham president Vineet Agarwal.",https://indianexpress.com/article/business/economy/increased-fuel-prices-shouldnt-slow-down-growth-in-any-manner-assocham-president-7169272/
"February 1, 2021 12:53:31 am","CPSE disinvestment, share buyback: Govt collects Rs 19,499 crore","With the pandemic impacting big ticket strategic sales and the listing of insurance giant Life Insurance Corporation, the Centre is likely to miss the budgeted disinvestment target by a wide margin in this fiscal.",https://indianexpress.com/article/business/economy/cpse-disinvestment-share-buyback-govt-collects-rs-19499-crore-7169266/
"February 1, 2021 12:34:13 am","Crossing Rs 1 lakh cr-mark for fourth month in a row, GST mop-up at all-time high in Jan",Pickup in economic activity along with compliance measures and action against tax evaders by use of data analytics along with the recently introduced technological systems of e-invoicing contributed to the surge in GST revenues.,https://indianexpress.com/article/business/economy/crossing-rs-1-lakh-cr-mark-for-fourth-month-in-a-row-gst-mop-up-at-all-time-high-in-jan-7169242/
" February 1, 2021  7:37:39 am",Covid Budget: A to Z of what to expect today,"At the start of the joint session of Parliament on Friday, PM Narendra Modi said Finance Minister Nirmala Sitharaman had already announced 3-4 mini budgets and that the 2021-22 Budget should be seen as an extension of the same effort. As the country recovers from Covid and one of its worst years as an economy, The Indian Express unscrambles the A to Z of what to expect today",https://indianexpress.com/article/business/economy/covid-budget-indian-economy-growth-gdp-7168213/
"January 31, 2021 1:17:57 am","‘GST rationalisation, scrappage policy a must  for spectacular growth’: MG Motor India President","Rajeev Chaba, president and MD, MG Motor India, told Sandeep Singh that besides road infrastructure that is speeding at a good pace, the industry needs reforms such as rationalisation of GST and scrappage policy for a strong growth going forward.",https://indianexpress.com/article/business/economy/gst-rationalisation-scrappage-policy-a-must-for-spectacular-growth-mg-motor-india-president-7168298/
"January 31, 2021 1:08:01 am","Delhi shifts stance, tweaks quarantine rules for UK flyers","Earlier this month, with the Centre resuming flights from the UK that were banned on account of the mutated Covid19 strain, the Delhi government had deviated from the Union Health Ministry’s guidelines and mandated each and every passenger arriving from the UK to undergo institutional quarantine for seven days upon arrival.",https://indianexpress.com/article/business/economy/delhi-shifts-stance-tweaks-quarantine-rules-for-uk-flyers-7168292/
" January 31, 2021  9:59:14 am",Growing airline fleet in India bucks Covid distress trend,"As per information provided in the Economic Survey for 2021-22, tabled before Parliament on Friday, the total fleet strength of Indian carriers increased to 713 as of November 2020, compared to 669 as of March 2020.",https://indianexpress.com/article/business/economy/growing-airline-fleet-in-india-bucks-covid-distress-trend-7168267/
"January 25, 2021 12:07:14 pm","FDI in India rose by 13% in 2020, as inflows declined in major economies due to pandemic: UN","FDI in India rose by 13 per cent, boosted by investments in the digital sector.",https://indianexpress.com/article/business/economy/fdi-in-india-rose-by-13-per-cent-in-2020-as-inflows-declined-in-major-economies-due-to-pandemic-un-7160689/
"January 25, 2021 5:18:11 am","Rashesh Shah Interview: ‘Govt spending actually helps middle & lower class, so fiscal stimulus is more important’","Even though the government did not spend much money, it has bounced back very well.",https://indianexpress.com/article/business/economy/govt-spending-actually-helps-middle-lower-class-so-fiscal-stimulus-is-more-important-7160347/
" January 24, 2021  1:36:25 pm",Government may announce formulation of policy for toys sector in Budget 2021,The commerce and industry ministry is already taking steps to promote domestic manufacturing of toys. It has come out with a quality control order for the sector and had also increased import duty last year on toys.,https://indianexpress.com/article/business/economy/govt-may-announce-formulation-of-policy-for-toys-sector-in-budget-2021-7159688/
"January 24, 2021 4:58:28 am","‘Awareness post Covid high, but no surge in biz as several sectors are facing challenges’","Anuj Mathur, MD & CEO, Canara HSBC Oriental Bank of Commerce Life Insurance, told The Indian Express that while awareness has increased because of the Covid pandemic, it may not translate into an immediate surge in demand as several sectors are still under stress and affordability has been hit.",https://indianexpress.com/article/business/economy/awareness-post-covid-high-but-no-surge-in-biz-as-several-sectors-are-facing-challenges-7159323/
"January 24, 2021 4:42:02 am","Oil on the boil: Post 4th hike this week, petrol, diesel prices touch all-time high","Petrol and diesel prices were hiked by 25 paise per litre each, according to a price notification from oil marketing companies. This took the petrol price in Delhi to Rs 85.70 per litre and in Mumbai to Rs 92.28.",https://indianexpress.com/article/business/economy/oil-on-the-boil-post-4th-hike-this-week-petrol-diesel-prices-touch-all-time-high-7159316/
" January 24, 2021  4:39:30 am","‘Rupee’s real value stable, showing better external competitiveness’: RBI study","Inflation differentials between India and its major trading partners have declined and stabilised since the adoption of flexible inflation targeting (FIT) framework, boding well for India’s external competitiveness, the RBI paper said.",https://indianexpress.com/article/business/economy/rupees-real-value-stable-showing-better-external-competitiveness-rbi-study-7159311/
"January 23, 2021 1:07:11 am",Govt amends CSR rules: Corporates can undertake multi-year projects,"The government Friday amended various rules pertaining to the corporate social responsibility (CSR) regime, including allowing corporates to undertake multi-year projects and making registration compulsory for agencies implementing CSR activities on behalf of companies.",https://indianexpress.com/article/business/economy/govt-amends-csr-rules-corporates-can-undertake-multi-year-projects-7157927/
" January 23, 2021  1:04:40 am","Global cues, selling pressure pull Sensex down by 746 pts","The benchmark Sensex fell 746 points, or 1.50 per cent, to 48,878.54 and the Nifty50 plummeted 218 points, or 1.50 per cent, to 14,371.90 on across-the-board selling.",https://indianexpress.com/article/business/economy/global-cues-selling-pressure-pull-sensex-down-by-746-pts-7157923/
"January 23, 2021 12:54:05 am","RIL Q3 profit rises 12.55%, Covid eats into revenue","On a quarter-on-quarter basis, the net profit rose 37 per cent from Rs 9,567 crore in the September quarter. The net profit before exceptional item for the December quarter was Rs 15,015 crore, higher by 41.6 per cent, RIL said.",https://indianexpress.com/article/business/economy/ril-q3-profit-rises-12-55-covid-eats-into-revenue-7157919/
"January 23, 2021 12:47:17 am",Self-reliance push: 3 cos to manufacture priority bulk drugs,"India is presently “fully” dependent on imports for these products — penicillin G, 7-aminocephalosporanic acid (7-ACA), erythromycin thiocyanate (TIOC) and clavulanic acid — which is why they were considered for approvals on priority.",https://indianexpress.com/article/business/economy/self-reliance-push-3-cos-to-manufacture-priority-bulk-drugs-7157914/
"January 23, 2021 12:38:58 am",RBI proposes 4-tier structure for tighter regulation of NBFCs,"In its discussion paper on revised regulatory framework for NBFCs, the RBI has said the regulatory and supervisory framework of NBFCs should be based on a four-layered structure: Base Layer, Middle Layer, Upper Layer and a possible Top Layer.",https://indianexpress.com/article/business/economy/rbi-proposes-4-tier-structure-for-tighter-regulation-of-nbfcs-7157880/
"January 22, 2021 4:28:46 am",32 bids received from 10 entities: Aviation Ministry,"Responding to The Indian Express report titled “Finance Ministry and Niti Aayog had raised red flags before Adani’s clean sweep of six airports”, published on January 15, the Ministry said that the assertion made in the article was “factually incorrect”.",https://indianexpress.com/article/business/economy/32-bids-received-from-10-entities-aviation-ministry-7156617/
"January 22, 2021 4:12:57 am","‘Hybrid roles, the new norm: IELTS, Azure, software testing in demand’",The report is based on data from the global companies using the Udemy for Business platform and a survey of more than 500 learning and development professionals.,https://indianexpress.com/article/business/economy/hybrid-roles-the-new-norm-ielts-azure-software-testing-in-demand-7156602/
"January 21, 2021 2:05:02 pm",India within striking distance of attaining positive growth: RBI,"""What will 2021 look like? The shape of the recovery will be V-shaped after all and the 'V' stands for vaccine,"" said an article on the 'state of economy' in the RBI's January Bulletin.",https://indianexpress.com/article/business/economy/india-within-striking-distance-of-attaining-positive-growth-rbi-bulletin-7155709/
" January 21, 2021  7:35:29 am",Banks red-flag: Loans to street vendors in pandemic turning NPAs,"Launched in June to help vendors amid the pandemic, the PM SVANidhi scheme is a micro-credit facility that provides street vendors a collateral-free loan of Rs 10,000 at concessional rates of an estimated 7.25%.",https://indianexpress.com/article/business/economy/banks-red-flag-loans-to-street-vendors-in-pandemic-turning-npas-7155136/
" January 12, 2021  1:54:13 pm","Budget 2021-22: Govt should provide additional funds, incentives for agri sector, say experts","The direct benefit transfer (DBT) scheme should be utilised more to support farmers instead of giving subsidies, they added.",https://indianexpress.com/article/business/economy/budget-2021-22-government-should-provide-additional-funds-incentives-for-agriculture-sector-say-experts-7143146/
"January 12, 2021 3:18:24 am",First time in FY21: Retail auto sales post growth in December,"According to data released by the Federation of Automobile Dealers Associations (FADA) on Monday, retail sales across categories grew 11 per cent during December on a year-on-year (y-o-y) basis.",https://indianexpress.com/article/business/economy/first-time-in-fy21-retail-auto-sales-post-growth-in-december-7142507/
"January 12, 2021 3:02:48 am","Sensex crosses 49K-mark on global rally, good Q3 results","Most Asian markets rose following another record performance on Wall Street as investors cheered the prospect of a further massive stimulus for the US economy, with President-elect Joe Biden calling for a spending spree in the trillions of dollars.",https://indianexpress.com/article/business/market/sensex-crosses-49k-mark-on-global-rally-good-q3-results-7142491/
" January 12, 2021  9:07:37 am",Covid-19 safety takes Budget papers online,Budget documents will be provided only through online means and Members of Parliament will get an e-version of these documents.,https://indianexpress.com/article/business/economy/covid-19-safety-takes-budget-papers-online-7142519/
" January 11, 2021  7:41:19 am",Government looks at ‘expenditure’ budget to aid higher growth,"With the GDP expected to post a negative growth of 7.7 per cent in 2020-21, the government expects a strong rebound next financial year.",https://indianexpress.com/article/business/economy/government-looks-at-expenditure-budget-to-aid-higher-growth-7141267/
"January 11, 2021 4:18:52 am",V Ramakrishnan: ‘Growth momentum will sustain as deal pipeline is healthy’,"TCS has reported a stellar set of numbers for the December quarter, the strongest growth in last nine years.",https://indianexpress.com/article/business/economy/v-ramakrishnan-growth-momentum-will-sustain-as-deal-pipeline-is-healthy-7141300/
" January 9, 2021  1:31:08 pm",Across farm commodities: Growth silver lining but food inflation may be dark cloud,FAO's global food price index has hit the highest since November 2014.,https://indianexpress.com/article/business/economy/rbi-gdp-nso-data-farm-commodities-food-inflation-7139008/
"January 9, 2021 12:41:08 am",Economists call for accelerated privatisation and simpler GST,"Economists also emphasised the need for development of acceleration of public investment in infrastructure and public goods projects, especially on construction heavy projects to create immediate jobs.",https://indianexpress.com/article/business/economy/economists-call-for-accelerated-privatisation-and-simpler-gst-7138918/
" January 8, 2021  6:56:08 am","India’s GDP to contract 7.7% in current fiscal, advance estimates show","Out of a total eight sectors, agriculture and electricity generation are the only two that are projected to be in positive territory, with an estimated growth rate of 3.4 per cent and 2.7 per cent respectively.",https://indianexpress.com/article/business/economy/gdp-to-contract-7-7-in-current-fiscal-advance-estimates-show-7137643/
"January 8, 2021 3:05:40 am","‘India Inc using higher credit flows to meet liabilities, not investments’","While credit flows from banks depend on the liquidity position of banks that the firms are attached to, an increase in credit may not always find its way towards increasing investments, the RBI report said.",https://indianexpress.com/article/business/economy/india-inc-using-higher-credit-flows-to-meet-liabilities-not-investments-7137473/
" January 7, 2021  8:17:24 pm",India’s 2020-21 GDP seen contracting 7.7%: Govt’s first advance estimate,"As per the first advanced estimates of the national income released by the National Statistical Office (NSO), the agriculture sector growth for FY 2020-21 is estimated at 3.4 per cent against 4.0 per cent in FY 2019-20. Also, mining sector estimate stood at (-)12.4 per cent for 2020-21 from 3.1 per cent in 2019-20.",https://indianexpress.com/article/business/economy/india-2020-21-advanced-estimates-of-national-income-gdp-data-at-7-7-per-cent-nso-mospi-7137123/
"January 7, 2021 5:48:09 am",Construction premiums halved in Maharashtra,"In a step that will significantly bring down construction costs, the Cabinet announced lowering of construction premiums by 50 per cent across Maharashtra till December 31.",https://indianexpress.com/article/business/economy/construction-premiums-halved-in-maharashtra-7136094/
"January 7, 2021 5:38:45 am",National Infra Pipeline: FM reviews progress of projects worth `3.6L cr,This was the second review meeting by Sitharaman with various ministries and departments to monitor and accelerate the NIP project implementation.,https://indianexpress.com/article/business/economy/national-infra-pipeline-fm-reviews-progress-of-projects-worth-3-6l-cr-7136086/
" January 7, 2021  5:39:58 am",‘Services PMI slows down in Dec’,"The PMI data released by IHS Markit showed that the Indian services sector continued to recover from the coronavirus-induced contractions seen through most of 2020, with output and new business rising for the third straight month in December.",https://indianexpress.com/article/business/economy/services-pmi-slows-down-in-dec-7136079/
"January 6, 2021 4:57:30 pm",Prime Minister Narendra Modi to interact with leading economists on Friday,"The meeting, being organised by the government think tank Niti Aayog will be held virtually and will also be attended by Niti Aayog Vice Chairman Rajiv Kumar and Niti Aayog CEO Amitabh Kant.",https://indianexpress.com/article/business/economy/prime-minister-narendra-modi-to-interact-with-leading-economists-on-friday-7135383/
"January 3, 2021 3:09:58 am","Exports shrink for 3rd straight month, trade deficit widens",Exports in December dropped to $26.89 billion from $27.11 billion a year before. Imports rose to $42.60 billion last month from $39.59 billion a year earlier. ,https://indianexpress.com/article/business/economy/exports-shrink-for-3rd-straight-month-trade-deficit-widens-7130518/
" January 3, 2021  7:37:21 am",Lockdown-led data usage a lifeline for telcos; spectrum sale on DoT radar,"This year, however, the Department of Telecommunications (DoT) will be banking on selling spectrum to raise money, with the hope that telecom companies will evince interest as they need spectrum to expand services.",https://indianexpress.com/article/business/economy/lockdown-led-data-usage-a-lifeline-for-telcos-spectrum-sale-on-dot-radar-7130514/
"January 2, 2021 12:37:40 pm","Exports fall 0.8% in December, trade deficit widens to $15.71 billion","Sectors which recorded negative growth are silver, newsprint, transport equipment, cotton raw and waste, coal, coke and briquettes. Positive growth was seen in pulses, gold, vegetable oil, electronic goods, chemicals, etc.",https://indianexpress.com/article/business/economy/india-exports-december-7129821/
"January 2, 2021 6:26:41 am","Pent-up demand, festive season keep PV sales in fast lane in Dec","In aggregate, the six manufacturers — MSIL, Hyundai, Tata Motors, M&M, Honda Cars and TKM— sold 2,44,006 units in December 2020 in the domestic market, as against 2,04,169 units in December 2019.",https://indianexpress.com/article/business/economy/pent-up-demand-festive-season-keep-pv-sales-in-fast-lane-in-dec-7129456/
"January 2, 2021 6:22:21 am",‘RoDTEP benefits subject to conditions’,"The government on Thursday said it has decided to extend the benefit of the Remission of Duties and Taxes on Exported Products (RoDTEP) scheme to all goods, with effect from Friday.",https://indianexpress.com/article/business/economy/rodtep-benefits-subject-to-conditions-7129463/
" January 2, 2021  11:57:54 am",Himachal Pradesh: Revenue gap narrows to 7% as Dec records 25% growth,"The total revenue receipts of the excise and taxation department amounted to Rs 772 crore this past December, which was 25 per cent higher as compared to December 2019, it said.",https://indianexpress.com/article/business/economy/himachal-pradesh-revenue-gap-narrows-to-7-as-dec-records-25-growth-7129233/
"January 1, 2021 2:19:23 pm",GST collections at all-time high of over Rs 1.15 lakh crore in December,"The gross GST revenue collected in the month of December 2020 is Rs 1,15,174 crore and is the highest since the introduction of Goods and Services Tax from July 1, 2017, the Finance Ministry said in a statement.",https://indianexpress.com/article/business/economy/december-2020-gst-collections-at-record-high-of-rs-1-15-lakh-crore-finance-ministry-7128745/
"January 1, 2021 1:36:55 pm",Budget to set course for economic pick up after COVID-19 carnage,The Budget for the next fiscal starting April 2021 that Finance Minister Nirmala Sitharaman will present a month from now will be the starting point for picking up the pieces after the economic destruction.,https://indianexpress.com/article/business/economy/budget-to-set-course-for-economic-pick-up-after-covid-19-carnage-7128691/
" January 1, 2021  4:34:30 am",Govt extends benefits of tax refund scheme to all export goods from today,"The rates under this scheme, which are expected to be notified “shortly”, will be applicable from this date to all eligible exports of goods “irrespective of the date of notification”, stated the Ministry of Finance in a release about the development on Thursday.",https://indianexpress.com/article/business/economy/govt-extends-benefits-of-tax-refund-scheme-to-all-export-goods-from-today-7128312/
" January 1, 2021  9:27:12 am","Covid shocked economy, now vaccine, demand push to guide bounce back","With a month left to go for the Budget for 2020-21, economists are of the view that higher government expenditure would be crucial to propel the growth momentum.",https://indianexpress.com/article/business/economy/covid-shocked-economy-now-vaccine-demand-push-to-guide-bounce-back-7128307/
"January 1, 2021 4:02:06 am",EPFO starts crediting 8.5% interest rate for 2019-20,The Indian Express had reported Wednesday that the Finance Ministry had granted clearance for the interest rate recommendation of 8.5 per cent.,https://indianexpress.com/article/business/economy/epfo-starts-crediting-8-5-interest-rate-for-2019-20-7128291/
" December 31, 2020  7:08:31 pm",Eight core industries’ output contracts 2.6% in November,"The production of eight core sectors had recorded a growth of 0.7 per cent in November 2019, data released by the commerce and industry ministry showed on Thursday.",https://indianexpress.com/article/business/economy/eight-core-industries-output-contracts-2-6-per-cent-in-november-7127890/
" December 31, 2020  8:00:46 pm","EPFO starts crediting 8.5% interest for 2019-20, to reflect in EPF accounts from January 1","A large number of members of the Employees Provident Fund Organisation (EPFO) would be able to see their updated EPF accounts with credit of 8.5 per cent rate of interest for 2019-20, news agency PTI said quoting a senior official.",https://indianexpress.com/article/business/economy/epfo-starts-crediting-8-5-per-cent-interest-for-2019-20-to-reflect-in-epf-accounts-from-jan-1-7127790/
"December 31, 2020 5:14:20 am",Q2: Current account surplus moderates to $15.5 bn,"The narrowing of the current account surplus in Q2 of FY21 was on account of a rise in the merchandise trade deficit to $14.8 billion from $10.8 billion in the preceding quarter, the Reserve Bank of India (RBI) said.
",https://indianexpress.com/article/business/economy/q2-current-account-surplus-moderates-to-15-5-bn-7127068/
" December 30, 2020  6:19:25 pm",From industrial projects to interest subvention for ethanol distilleries: Here are key Cabinet announcements,"The government has approved an interest subvention scheme of Rs 4,573 crore for production of grain-based ethanol in the country. Apart from this, it also approved three industrial projects worth Rs 7,725 crore under the National Industrial Corridor Programme.",https://indianexpress.com/article/business/economy/cabinet-decisions-december-30-key-announcements-ethanol-multi-modal-transport-hub-7126433/
" December 21, 2020  4:59:52 pm",A forgettable 2020: How Covid lockdown crippled Indian economy,"As 2020 draws to a close, here is a recap of how the Indian economy fared in a year upended by the coronavirus pandemic.",https://indianexpress.com/article/business/economy/indian-economy-covid-19-lockdown-7113477/
"December 21, 2020 5:59:59 am",Implementation of CARO order deferred by one year: MCA,"arlier, CARO 2020 was to come into force from financial year starting on or after April 1, 2020.",https://indianexpress.com/article/business/economy/implementation-of-caro-order-deferred-by-one-year-mca-7112912/
"December 21, 2020 5:53:32 am","Higher govt spending may boost economy, but challenges remain","Consumption will stay subdued due to slower hiring, the stunted increase in incomes and the fear of job losses; private consumption as in any way flagging even before the pandemic.",https://indianexpress.com/article/business/economy/higher-govt-spending-may-boost-economy-but-challenges-remain-7112907/
"December 21, 2020 5:35:55 am","New labour laws at root of unrest in Wistron, Toyota: Siddaramaiah","In a letter to Chief Minister BS Yediyurappa, Congress leader and former Chief Minister Siddaramaiah has said the newly introduced labour laws are at the root of the workers’ unrest in firms like Wistron and TKM.",https://indianexpress.com/article/business/economy/new-labour-laws-at-root-of-unrest-in-wistron-toyota-siddaramaiah-7112894/
"December 21, 2020 5:25:30 am",ONGC starts output at West Bengal’s Asokenagar-1 reserve,"Production from the petroleum reserve, located 47 km from Kolkata, has started with the extracted oil being supplied to Indian Oil Corporation’s Haldia refinery, according to the minister.",https://indianexpress.com/article/business/economy/ongc-starts-output-at-west-bengals-asokenagar-1-reserve-7112890/
"December 21, 2020 5:16:17 am",‘Doing passenger studies to understand requirements of travellers from north India’: Daniel Bircher,"DANIEL BIRCHER, CEO of Zurich Airport International Asia and CMD of Yamuna International Airport Pvt Ltd told The Indian Express in an interview that the company was conducting passenger profile studies to identify the needs of travellers from a north Indian background.",https://indianexpress.com/article/business/economy/doing-passenger-studies-to-understand-requirements-of-travellers-from-north-india-daniel-bircher-7112888/
"December 21, 2020 5:07:19 am","IT Min restarts talks on use of AI for welfare schemes, trial run planned","For now, the ministry may use AI on a trial basis on some of the welfare and scholarship programmes that it oversees, the officials said. A national implementation plan for AI will be released after that.",https://indianexpress.com/article/business/economy/it-min-restarts-talks-on-use-of-ai-for-welfare-schemes-trial-run-planned-7112885/
"December 20, 2020 1:01:11 am",PM Modi urges private sector to step up investment in R&D across sectors,"The funds by the private sector should also be kept aside for newer sectors such as agriculture, defence, space, energy, and construction, the Prime Minister said.",https://indianexpress.com/article/business/economy/pm-modi-urges-private-sector-to-step-up-investment-in-rd-across-sectors-7111713/
" December 19, 2020  2:45:49 am",RBI Governor Shaktikanta Das: Recovery not steady and continuous yet,Members of the RBI’s Monetary Policy Committee raised concerns on the status of some of the sub-sectors and aspects of the economy while stating that it might take at least a year to reach the earlier peak GDP level and more to recover lost growth.,https://indianexpress.com/article/business/economy/rbi-governor-shaktikanta-das-recovery-not-steady-and-continuous-yet-7110591/
" December 19, 2020  9:12:24 am","FM Sitharaman lists out healthcare, infra, livelihood as key focus areas","The Finance Minister said investment in health and infrastructure is going to be absolutely critical, while livelihood challenges would have to be seen in a newer canvas.",https://indianexpress.com/article/business/economy/fm-sitharaman-lists-out-healthcare-infra-livelihood-as-key-focus-areas-7110572/
" December 16, 2020  5:46:32 pm",From telecom spectrum auction to sugar export subsidy: Here are key Cabinet announcements,"Telecom Spectrum Auction: Spectrum in 700 MHz, 800 MHz, 900 MHz, 1800 MHz, 2100 MHz, 2300 MHz and 2500 MHz frequency bands would be auctioned for a validity period of 20 years.",https://indianexpress.com/article/business/economy/cabinet-decisions-december-16-key-announcements-telecom-spectrum-auction-7106879/
"December 16, 2020 3:32:04 am",S&P raises FY21 growth forecast to 7.7% contraction,"For FY22, S&P projected growth to rebound to 10 per cent. Its revision in growth forecast for the current fiscal reflects a faster-than-expected recovery in the September quarter.",https://indianexpress.com/article/business/economy/sp-raises-fy21-growth-forecast-to-7-7-contraction-7106521/
"December 16, 2020 3:29:17 am",FSDC Meeting: Recovery to be faster than predicted; focus on support for financial sector,Budget proposals submitted by the Reserve Bank of India and other regulators were discussed at the meeting.,https://indianexpress.com/article/business/economy/fsdc-meeting-recovery-to-be-faster-than-predicted-focus-on-support-for-financial-sector-7106516/
" December 15, 2020  2:48:03 pm",FDI into India continuously growing: Commerce Minister Goyal,The minister said that 100 per cent FDI is allowed through automatic route in almost all sectors.,https://indianexpress.com/article/business/economy/fdi-into-india-continuously-growing-commerce-minister-piyush-goyal-7105741/
" December 15, 2020  3:48:31 pm","Facebook’s Mark Zuckerberg and RIL’s Mukesh Ambani talk WhatsApp, JioMart",Facebook-Reliance Jio partnership: Ambani also talked about the Jio-Facebook partnership stressing on WhatsApp in particular and the role it would play with the company’s ‘Jio Mart’ service. Both Jio and WhatsApp have a base of over 400 million customers in India.,https://indianexpress.com/article/business/economy/india-will-grow-to-be-among-top-3-economies-in-two-decades-mukesh-ambani-7105669/
"December 12, 2020 2:02:10 am",Divestment policy to be far more ambitious: DEA Secy,"“We are positive. We are cautiously optimistic on the economic front. We are hoping that the third and the fourth quarter will be better than the first and second,” Department of Economic Affairs Secretary Tarun Bajaj said.",https://indianexpress.com/article/business/economy/divestment-policy-to-be-far-more-ambitious-dea-secy-7101516/
" December 12, 2020  7:37:11 am",NK Singh: Central schemes need more rationalisation,"Require panel to review allocation of legislative powers between Centre & states in Schedule VII of Constitution, said 15th Finance Commission Chairman NK Singh.",https://indianexpress.com/article/business/economy/nk-singh-central-schemes-need-more-rationalisation-7101513/
" December 11, 2020  6:36:57 pm","IIP Data October 2020: India’s industrial output climbs 3.6% in October, says Govt data","IIP India Growth Rate Data October 2020: The industrial growth so far in the fiscal year 2020-21 (April-October) has contracted 17.5 per cent, compared to a 0.1 per cent rise in the corresponding period year ago, the data from Ministry of Statistics & Programme Implementation (MoSPI) showed.",https://indianexpress.com/article/business/economy/india-iip-index-of-industrial-production-data-october-2020-7101124/
"December 8, 2020 10:41:37 am","Fitch revises India GDP forecast, sees contraction at 9.4%","In its Global Economic Outlook, Fitch said the coronavirus recession has inflicted severe economic scarring and the country needs to repair balance sheets and increase caution about long-term planning.",https://indianexpress.com/article/business/economy/fitch-ratings-revises-india-gdp-forecast-sees-contraction-at-9-4-per-cent-7096190/
" December 6, 2020  1:39:35 am","Forex reserves slip off record high, at $574.8 bn for week ended November 27",Weekly data released by the Reserve Bank of India (RBI) showed that FCA rose by $352 million to $533.455 billion.,https://indianexpress.com/article/business/economy/forex-reserves-slip-off-record-high-at-574-8-bn-for-week-ended-november-27/
"December 6, 2020 1:16:33 am","GST shortfall: Jharkhand opts in, all states now onboard Centre’s borrowing plan","Jharkhand will get Rs 1,689 crore through the special borrowing window to meet the GST implementation shortfall, while it has been permitted to raise an additional Rs 1,765 crore.",https://indianexpress.com/article/business/economy/jharkhand-opts-in-all-states-now-onboard-centres-borrowing-plan-7093270/
"December 5, 2020 4:40:52 am","Citing inflation concern, RBI holds key rate; says recovery needs support","In its bi-monthly monetary policy, the central bank also offered more funds to 26 stressed sectors in the Covid-hit economy to maintain the tempo of the recovery.",https://indianexpress.com/article/business/economy/rbi-reserve-bank-of-india-monetary-policy-committee-december-2020-repo-rate-7092208/
"December 5, 2020 1:17:05 am","Yet to take decision on industrial houses in banking, says Shaktikanta Das",The decision to allow industrial houses to control banks has evoked much debate and controversy at a time when there have been multiple bank failures leading to bailouts.,https://indianexpress.com/article/business/economy/yet-to-take-decision-on-industrial-houses-in-banking-says-shaktikanta-das-7092180/
